date,dam,level_m,capacity_m3,api_date,level_raw,capacity_raw
2020-06-29,Occhito,183.75,114838000,29/06/2020,"183,75",114.838.000
2020-06-29,Osento,439.6,2164000,29/06/2020,"439,60",2.164.000
2020-06-30,Capaccio,143.25,8275000,30/06/2020,"143,25",8.275.000
2020-06-30,Capacciotti,182.5,26612200,30/06/2020,"182,50",26.612.200
2020-06-30,Occhito,183.66,113952760,30/06/2020,"183,66",113.952.760
2020-06-30,Osento,439.6,2164000,30/06/2020,"439,60",2.164.000
2020-07-01,Capaccio,143.25,8275000,01/07/2020,"143,25",8.275.000
2020-07-01,Capacciotti,182.3,26194600,01/07/2020,"182,30",26.194.600
2020-07-01,Occhito,183.57,113067520,01/07/2020,"183,57",113.067.520
2020-07-01,Osento,439.6,2164000,01/07/2020,"439,60",2.164.000
2020-07-02,Capaccio,143.25,8275000,02/07/2020,"143,25",8.275.000
2020-07-02,Capacciotti,182.0,25568200,02/07/2020,"182,00",25.568.200
2020-07-02,Occhito,183.48,112182280,02/07/2020,"183,48",112.182.280
2020-07-02,Osento,439.6,2164000,02/07/2020,"439,60",2.164.000
2020-07-03,Capaccio,143.25,8275000,03/07/2020,"143,25",8.275.000
2020-07-03,Capacciotti,181.85,25283100,03/07/2020,"181,85",25.283.100
2020-07-03,Occhito,183.35,110903600,03/07/2020,"183,35",110.903.600
2020-07-03,Osento,439.6,2164000,03/07/2020,"439,60",2.164.000
2020-07-04,Capaccio,143.26,8296000,04/07/2020,"143,26",8.296.000
2020-07-04,Capacciotti,181.6,24806600,04/07/2020,"181,60",24.806.600
2020-07-04,Occhito,183.29,110313440,04/07/2020,"183,29",110.313.440
2020-07-04,Osento,439.6,2164000,04/07/2020,"439,60",2.164.000
2020-07-05,Capaccio,143.26,8296000,05/07/2020,"143,26",8.296.000
2020-07-05,Capacciotti,181.4,24425400,05/07/2020,"181,40",24.425.400
2020-07-05,Occhito,183.24,109821640,05/07/2020,"183,24",109.821.640
2020-07-05,Osento,439.6,2164000,05/07/2020,"439,60",2.164.000
2020-07-06,Capaccio,143.26,8296000,06/07/2020,"143,26",8.296.000
2020-07-06,Capacciotti,181.5,24616000,06/07/2020,"181,50",24.616.000
2020-07-06,Occhito,183.2,109428200,06/07/2020,"183,20",109.428.200
2020-07-06,Osento,439.6,2164000,06/07/2020,"439,60",2.164.000
2020-07-07,Capaccio,143.26,8296000,07/07/2020,"143,26",8.296.000
2020-07-07,Capacciotti,181.4,24425400,07/07/2020,"181,40",24.425.400
2020-07-07,Occhito,183.13,108739680,07/07/2020,"183,13",108.739.680
2020-07-07,Osento,439.6,2164000,07/07/2020,"439,60",2.164.000
2020-07-08,Capaccio,143.26,8296000,08/07/2020,"143,26",8.296.000
2020-07-08,Capacciotti,181.25,24139500,08/07/2020,"181,25",24.139.500
2020-07-08,Occhito,182.99,107362640,08/07/2020,"182,99",107.362.640
2020-07-08,Osento,439.6,2164000,08/07/2020,"439,60",2.164.000
2020-07-09,Capaccio,143.26,8296000,09/07/2020,"143,26",8.296.000
2020-07-09,Capacciotti,181.05,23758300,09/07/2020,"181,05",23.758.300
2020-07-09,Occhito,182.85,105985600,09/07/2020,"182,85",105.985.600
2020-07-09,Osento,439.6,2164000,09/07/2020,"439,60",2.164.000
2020-07-10,Capaccio,143.27,8317000,10/07/2020,"143,27",8.317.000
2020-07-10,Capacciotti,180.8,23282700,10/07/2020,"180,80",23.282.700
2020-07-10,Occhito,182.72,104706920,10/07/2020,"182,72",104.706.920
2020-07-10,Osento,439.6,2164000,10/07/2020,"439,60",2.164.000
2020-07-11,Capaccio,143.27,8317000,11/07/2020,"143,27",8.317.000
2020-07-11,Capacciotti,180.6,22901500,11/07/2020,"180,60",22.901.500
2020-07-11,Occhito,182.58,103329880,11/07/2020,"182,58",103.329.880
2020-07-11,Osento,439.6,2164000,11/07/2020,"439,60",2.164.000
2020-07-12,Capaccio,143.27,8317000,12/07/2020,"143,27",8.317.000
2020-07-12,Capacciotti,180.35,22425000,12/07/2020,"180,35",22.425.000
2020-07-12,Occhito,182.48,102346280,12/07/2020,"182,48",102.346.280
2020-07-12,Osento,439.6,2164000,12/07/2020,"439,60",2.164.000
2020-07-13,Capaccio,143.27,8317000,13/07/2020,"143,27",8.317.000
2020-07-13,Capacciotti,180.1,21948500,13/07/2020,"180,10",21.948.500
2020-07-13,Occhito,182.36,101165960,13/07/2020,"182,36",101.165.960
2020-07-13,Osento,439.6,2164000,13/07/2020,"439,60",2.164.000
2020-07-14,Capaccio,143.26,8296000,14/07/2020,"143,26",8.296.000
2020-07-14,Capacciotti,179.95,21670500,14/07/2020,"179,95",21.670.500
2020-07-14,Occhito,182.25,100084000,14/07/2020,"182,25",100.084.000
2020-07-14,Osento,439.6,2164000,14/07/2020,"439,60",2.164.000
2020-07-15,Capaccio,143.25,8275000,15/07/2020,"143,25",8.275.000
2020-07-15,Capacciotti,179.8,21410400,15/07/2020,"179,80",21.410.400
2020-07-15,Occhito,182.13,98903680,15/07/2020,"182,13",98.903.680
2020-07-15,Osento,439.6,2164000,15/07/2020,"439,60",2.164.000
2020-07-16,Capaccio,143.25,8275000,16/07/2020,"143,25",8.275.000
2020-07-16,Capacciotti,179.7,21237000,16/07/2020,"179,70",21.237.000
2020-07-16,Occhito,182.03,97920080,16/07/2020,"182,03",97.920.080
2020-07-16,Osento,439.6,2164000,16/07/2020,"439,60",2.164.000
2020-07-17,Capaccio,143.25,8275000,17/07/2020,"143,25",8.275.000
2020-07-17,Capacciotti,179.65,21150300,17/07/2020,"179,65",21.150.300
2020-07-17,Occhito,181.97,97329920,17/07/2020,"181,97",97.329.920
2020-07-17,Osento,439.6,2164000,17/07/2020,"439,60",2.164.000
2020-07-18,Capaccio,143.28,8338000,18/07/2020,"143,28",8.338.000
2020-07-18,Capacciotti,179.65,21150300,18/07/2020,"179,65",21.150.300
2020-07-18,Occhito,181.93,96936480,18/07/2020,"181,93",96.936.480
2020-07-18,Osento,439.6,2164000,18/07/2020,"439,60",2.164.000
2020-07-19,Capaccio,143.29,8359000,19/07/2020,"143,29",8.359.000
2020-07-19,Capacciotti,179.65,21150300,19/07/2020,"179,65",21.150.300
2020-07-19,Occhito,181.88,96444680,19/07/2020,"181,88",96.444.680
2020-07-19,Osento,439.6,2164000,19/07/2020,"439,60",2.164.000
2020-07-20,Capaccio,143.29,8359000,20/07/2020,"143,29",8.359.000
2020-07-20,Capacciotti,179.6,21063600,20/07/2020,"179,60",21.063.600
2020-07-20,Occhito,181.82,95854520,20/07/2020,"181,82",95.854.520
2020-07-20,Osento,439.6,2164000,20/07/2020,"439,60",2.164.000
2020-07-21,Capaccio,143.29,8359000,21/07/2020,"143,29",8.359.000
2020-07-21,Capacciotti,179.6,21063600,21/07/2020,"179,60",21.063.600
2020-07-21,Occhito,181.73,94969280,21/07/2020,"181,73",94.969.280
2020-07-21,Osento,439.6,2164000,21/07/2020,"439,60",2.164.000
2020-07-22,Capaccio,143.28,8338000,22/07/2020,"143,28",8.338.000
2020-07-22,Capacciotti,179.5,20890200,22/07/2020,"179,50",20.890.200
2020-07-22,Occhito,181.62,93887320,22/07/2020,"181,62",93.887.320
2020-07-22,Osento,439.6,2164000,22/07/2020,"439,60",2.164.000
2020-07-23,Capaccio,143.28,8338000,23/07/2020,"143,28",8.338.000
2020-07-23,Capacciotti,179.3,20543400,23/07/2020,"179,30",20.543.400
2020-07-23,Occhito,181.51,92805360,23/07/2020,"181,51",92.805.360
2020-07-23,Osento,439.6,2164000,23/07/2020,"439,60",2.164.000
2020-07-24,Capaccio,143.28,8338000,24/07/2020,"143,28",8.338.000
2020-07-24,Capacciotti,179.0,20023200,24/07/2020,"179,00",20.023.200
2020-07-24,Occhito,181.41,91821760,24/07/2020,"181,41",91.821.760
2020-07-24,Osento,439.6,2164000,24/07/2020,"439,60",2.164.000
2020-07-25,Capaccio,143.27,8317000,25/07/2020,"143,27",8.317.000
2020-07-25,Capacciotti,178.75,19588900,25/07/2020,"178,75",19.588.900
2020-07-25,Occhito,181.31,90838160,25/07/2020,"181,31",90.838.160
2020-07-25,Osento,439.6,2164000,25/07/2020,"439,60",2.164.000
2020-07-26,Capaccio,143.26,8296000,26/07/2020,"143,26",8.296.000
2020-07-26,Capacciotti,178.5,19155400,26/07/2020,"178,50",19.155.400
2020-07-26,Occhito,181.19,89657840,26/07/2020,"181,19",89.657.840
2020-07-26,Osento,439.6,2164000,26/07/2020,"439,60",2.164.000
2020-07-27,Capaccio,143.25,8275000,27/07/2020,"143,25",8.275.000
2020-07-27,Capacciotti,178.35,18895300,27/07/2020,"178,35",18.895.300
2020-07-27,Occhito,181.07,88477520,27/07/2020,"181,07",88.477.520
2020-07-27,Osento,439.6,2164000,27/07/2020,"439,60",2.164.000
2020-07-28,Capaccio,143.24,8254000,28/07/2020,"143,24",8.254.000
2020-07-28,Capacciotti,178.1,18461800,28/07/2020,"178,10",18.461.800
2020-07-28,Occhito,180.95,87297200,28/07/2020,"180,95",87.297.200
2020-07-28,Osento,439.6,2164000,28/07/2020,"439,60",2.164.000
2020-07-29,Capaccio,143.23,8233000,29/07/2020,"143,23",8.233.000
2020-07-29,Capacciotti,177.85,18057500,29/07/2020,"177,85",18.057.500
2020-07-29,Occhito,180.82,86018520,29/07/2020,"180,82",86.018.520
2020-07-29,Osento,439.6,2164000,29/07/2020,"439,60",2.164.000
2020-07-30,Capaccio,143.23,8233000,30/07/2020,"143,23",8.233.000
2020-07-30,Capacciotti,177.55,17594900,30/07/2020,"177,55",17.594.900
2020-07-30,Occhito,180.68,84641480,30/07/2020,"180,68",84.641.480
2020-07-30,Osento,439.6,2164000,30/07/2020,"439,60",2.164.000
2020-07-31,Capaccio,143.22,8212000,31/07/2020,"143,22",8.212.000
2020-07-31,Capacciotti,177.25,17132300,31/07/2020,"177,25",17.132.300
2020-07-31,Occhito,180.57,83559520,31/07/2020,"180,57",83.559.520
2020-07-31,Osento,439.6,2164000,31/07/2020,"439,60",2.164.000
2020-08-01,Capaccio,143.21,8191000,01/08/2020,"143,21",8.191.000
2020-08-01,Capacciotti,176.95,16670100,01/08/2020,"176,95",16.670.100
2020-08-01,Occhito,180.43,82182480,01/08/2020,"180,43",82.182.480
2020-08-01,Osento,439.6,2164000,01/08/2020,"439,60",2.164.000
2020-08-02,Capaccio,143.2,8170000,02/08/2020,"143,20",8.170.000
2020-08-02,Capacciotti,177.25,17132300,02/08/2020,"177,25",17.132.300
2020-08-02,Occhito,180.3,80903800,02/08/2020,"180,30",80.903.800
2020-08-02,Osento,439.6,2164000,02/08/2020,"439,60",2.164.000
2020-08-03,Capaccio,143.2,8170000,03/08/2020,"143,20",8.170.000
2020-08-03,Capacciotti,176.2,15513600,03/08/2020,"176,20",15.513.600
2020-08-03,Occhito,180.16,79526760,03/08/2020,"180,16",79.526.760
2020-08-03,Osento,439.6,2164000,03/08/2020,"439,60",2.164.000
2020-08-04,Capaccio,143.19,8149000,04/08/2020,"143,19",8.149.000
2020-08-04,Capacciotti,175.95,15135300,04/08/2020,"175,95",15.135.300
2020-08-04,Occhito,180.05,78444800,04/08/2020,"180,05",78.444.800
2020-08-04,Osento,439.6,2164000,04/08/2020,"439,60",2.164.000
2020-08-05,Capaccio,143.18,8128000,05/08/2020,"143,18",8.128.000
2020-08-05,Capacciotti,175.95,15135300,05/08/2020,"175,95",15.135.300
2020-08-05,Occhito,179.94,77471920,05/08/2020,"179,94",77.471.920
2020-08-05,Osento,439.6,2164000,05/08/2020,"439,60",2.164.000
2020-08-06,Capaccio,143.18,8128000,06/08/2020,"143,18",8.128.000
2020-08-06,Capacciotti,176.05,15282300,06/08/2020,"176,05",15.282.300
2020-08-06,Occhito,179.96,77632280,06/08/2020,"179,96",77.632.280
2020-08-06,Osento,439.6,2164000,06/08/2020,"439,60",2.164.000
2020-08-07,Capaccio,143.18,8128000,07/08/2020,"143,18",8.128.000
2020-08-07,Capacciotti,176.05,15282300,07/08/2020,"176,05",15.282.300
2020-08-07,Occhito,179.93,77391740,07/08/2020,"179,93",77.391.740
2020-08-07,Osento,439.6,2164000,07/08/2020,"439,60",2.164.000
2020-08-08,Capaccio,143.18,8128000,08/08/2020,"143,18",8.128.000
2020-08-08,Capacciotti,176.1,15359400,08/08/2020,"176,10",15.359.400
2020-08-08,Occhito,179.86,76830480,08/08/2020,"179,86",76.830.480
2020-08-08,Osento,439.6,2164000,08/08/2020,"439,60",2.164.000
2020-08-09,Capaccio,143.18,8128000,09/08/2020,"143,18",8.128.000
2020-08-09,Capacciotti,176.2,15513600,09/08/2020,"176,20",15.513.600
2020-08-09,Occhito,179.8,76349400,09/08/2020,"179,80",76.349.400
2020-08-09,Osento,439.6,2164000,09/08/2020,"439,60",2.164.000
2020-08-10,Capaccio,143.18,8128000,10/08/2020,"143,18",8.128.000
2020-08-10,Capacciotti,176.15,15436500,10/08/2020,"176,15",15.436.500
2020-08-10,Occhito,179.71,75627780,10/08/2020,"179,71",75.627.780
2020-08-10,Osento,439.6,2164000,10/08/2020,"439,60",2.164.000
2020-08-11,Capaccio,143.18,8128000,11/08/2020,"143,18",8.128.000
2020-08-11,Capacciotti,176.1,15359400,11/08/2020,"176,10",15.359.400
2020-08-11,Occhito,179.62,74906160,11/08/2020,"179,62",74.906.160
2020-08-11,Osento,439.6,2164000,11/08/2020,"439,60",2.164.000
2020-08-12,Capaccio,143.11,7981000,12/08/2020,"143,11",7.981.000
2020-08-12,Capacciotti,175.8,14928000,12/08/2020,"175,80",14.928.000
2020-08-12,Occhito,179.54,74264720,12/08/2020,"179,54",74.264.720
2020-08-12,Osento,439.6,2164000,12/08/2020,"439,60",2.164.000
2020-08-13,Capaccio,143.04,7834000,13/08/2020,"143,04",7.834.000
2020-08-13,Capacciotti,175.65,14720700,13/08/2020,"175,65",14.720.700
2020-08-13,Occhito,179.45,73543100,13/08/2020,"179,45",73.543.100
2020-08-13,Osento,439.6,2164000,13/08/2020,"439,60",2.164.000
2020-08-14,Capaccio,142.96,7684000,14/08/2020,"142,96",7.684.000
2020-08-14,Capacciotti,175.45,14444300,14/08/2020,"175,45",14.444.300
2020-08-14,Occhito,179.35,72741300,14/08/2020,"179,35",72.741.300
2020-08-14,Osento,439.6,2164000,14/08/2020,"439,60",2.164.000
2020-08-15,Capaccio,142.88,7552000,15/08/2020,"142,88",7.552.000
2020-08-15,Capacciotti,175.2,14098800,15/08/2020,"175,20",14.098.800
2020-08-15,Occhito,179.27,72099860,15/08/2020,"179,27",72.099.860
2020-08-15,Osento,439.6,2164000,15/08/2020,"439,60",2.164.000
2020-08-16,Capaccio,142.82,7453000,16/08/2020,"142,82",7.453.000
2020-08-16,Capacciotti,175.05,13891500,16/08/2020,"175,05",13.891.500
2020-08-16,Occhito,179.18,71378240,16/08/2020,"179,18",71.378.240
2020-08-16,Osento,439.6,2164000,16/08/2020,"439,60",2.164.000
2020-08-17,Capaccio,142.75,7337500,17/08/2020,"142,75",7.337.500
2020-08-17,Capacciotti,174.9,13683500,17/08/2020,"174,90",13.683.500
2020-08-17,Occhito,179.1,70736800,17/08/2020,"179,10",70.736.800
2020-08-17,Osento,439.6,2164000,17/08/2020,"439,60",2.164.000
2020-08-18,Capaccio,142.69,7238500,18/08/2020,"142,69",7.238.500
2020-08-18,Capacciotti,174.6,13268900,18/08/2020,"174,60",13.268.900
2020-08-18,Occhito,179.02,70095360,18/08/2020,"179,02",70.095.360
2020-08-18,Osento,439.6,2164000,18/08/2020,"439,60",2.164.000
2020-08-19,Capaccio,142.61,7106500,19/08/2020,"142,61",7.106.500
2020-08-19,Capacciotti,174.35,12923400,19/08/2020,"174,35",12.923.400
2020-08-19,Occhito,178.94,69453920,19/08/2020,"178,94",69.453.920
2020-08-19,Osento,439.6,2164000,19/08/2020,"439,60",2.164.000
2020-08-20,Capaccio,142.53,6974500,20/08/2020,"142,53",6.974.500
2020-08-20,Capacciotti,174.25,12785200,20/08/2020,"174,25",12.785.200
2020-08-20,Occhito,178.88,68972840,20/08/2020,"178,88",68.972.840
2020-08-20,Osento,439.6,2164000,20/08/2020,"439,60",2.164.000
2020-08-21,Capaccio,142.47,6875500,21/08/2020,"142,47",6.875.500
2020-08-21,Capacciotti,173.25,11503800,21/08/2020,"173,25",11.503.800
2020-08-21,Occhito,178.77,68090860,21/08/2020,"178,77",68.090.860
2020-08-21,Osento,439.6,2164000,21/08/2020,"439,60",2.164.000
2020-08-22,Capaccio,142.38,6727000,22/08/2020,"142,38",6.727.000
2020-08-22,Capacciotti,173.95,12377400,22/08/2020,"173,95",12.377.400
2020-08-22,Occhito,178.67,67289060,22/08/2020,"178,67",67.289.060
2020-08-22,Osento,439.6,2164000,22/08/2020,"439,60",2.164.000
2020-08-23,Capaccio,142.3,6595000,23/08/2020,"142,30",6.595.000
2020-08-23,Capacciotti,173.7,12065400,23/08/2020,"173,70",12.065.400
2020-08-23,Occhito,178.58,66567440,23/08/2020,"178,58",66.567.440
2020-08-23,Osento,439.6,2164000,23/08/2020,"439,60",2.164.000
2020-08-24,Capaccio,142.23,6479500,24/08/2020,"142,23",6.479.500
2020-08-24,Capacciotti,173.5,11815800,24/08/2020,"173,50",11.815.800
2020-08-24,Occhito,178.49,65845820,24/08/2020,"178,49",65.845.820
2020-08-24,Osento,439.6,2164000,24/08/2020,"439,60",2.164.000
2020-08-25,Capaccio,142.16,6364000,25/08/2020,"142,16",6.364.000
2020-08-25,Capacciotti,173.25,11503800,25/08/2020,"173,25",11.503.800
2020-08-25,Occhito,178.41,65204380,25/08/2020,"178,41",65.204.380
2020-08-25,Osento,439.6,2164000,25/08/2020,"439,60",2.164.000
2020-08-26,Capaccio,142.11,6281500,26/08/2020,"142,11",6.281.500
2020-08-26,Capacciotti,173.25,11503800,26/08/2020,"173,25",11.503.800
2020-08-26,Occhito,178.34,64643120,26/08/2020,"178,34",64.643.120
2020-08-26,Osento,439.6,2164000,26/08/2020,"439,60",2.164.000
2020-08-27,Capaccio,142.04,6166000,27/08/2020,"142,04",6.166.000
2020-08-27,Capacciotti,173.1,11316600,27/08/2020,"173,10",11.316.600
2020-08-27,Occhito,178.26,64001680,27/08/2020,"178,26",64.001.680
2020-08-27,Osento,439.6,2164000,27/08/2020,"439,60",2.164.000
2020-08-28,Capaccio,141.98,6068000,28/08/2020,"141,98",6.068.000
2020-08-28,Capacciotti,172.9,11067100,28/08/2020,"172,90",11.067.100
2020-08-28,Occhito,178.17,63280060,28/08/2020,"178,17",63.280.060
2020-08-28,Osento,439.6,2164000,28/08/2020,"439,60",2.164.000
2020-08-29,Capaccio,141.92,5972000,29/08/2020,"141,92",5.972.000
2020-08-29,Capacciotti,172.65,10755100,29/08/2020,"172,65",10.755.100
2020-08-29,Occhito,178.08,62558440,29/08/2020,"178,08",62.558.440
2020-08-29,Osento,439.6,2164000,29/08/2020,"439,60",2.164.000
2020-08-30,Capaccio,141.84,5844000,30/08/2020,"141,84",5.844.000
2020-08-30,Capacciotti,172.25,10255900,30/08/2020,"172,25",10.255.900
2020-08-30,Occhito,177.99,61836820,30/08/2020,"177,99",61.836.820
2020-08-30,Osento,439.6,2164000,30/08/2020,"439,60",2.164.000
2020-08-31,Capaccio,141.81,5796000,31/08/2020,"141,81",5.796.000
2020-08-31,Capacciotti,167.1,5171100,31/08/2020,"167,10",5.171.100
2020-08-31,Occhito,177.91,61195380,31/08/2020,"177,91",61.195.380
2020-08-31,Osento,439.6,2164000,31/08/2020,"439,60",2.164.000
2020-09-01,Capaccio,141.75,5700000,01/09/2020,"141,75",5.700.000
2020-09-01,Capacciotti,171.7,9618600,01/09/2020,"171,70",9.618.600
2020-09-01,Occhito,177.84,60634120,01/09/2020,"177,84",60.634.120
2020-09-01,Osento,439.6,2164000,01/09/2020,"439,60",2.164.000
2020-09-02,Capaccio,141.69,5604000,02/09/2020,"141,69",5.604.000
2020-09-02,Capacciotti,171.35,9239200,02/09/2020,"171,35",9.239.200
2020-09-02,Occhito,177.76,59992680,02/09/2020,"177,76",59.992.680
2020-09-02,Osento,439.6,2164000,02/09/2020,"439,60",2.164.000
2020-09-03,Capaccio,141.64,5524000,03/09/2020,"141,64",5.524.000
2020-09-03,Capacciotti,171.0,8859800,03/09/2020,"171,00",8.859.800
2020-09-03,Occhito,177.68,59351240,03/09/2020,"177,68",59.351.240
2020-09-03,Osento,439.6,2164000,03/09/2020,"439,60",2.164.000
2020-09-04,Capaccio,141.57,5412000,04/09/2020,"141,57",5.412.000
2020-09-04,Capacciotti,170.85,8697100,04/09/2020,"170,85",8.697.100
2020-09-04,Occhito,177.62,58870160,04/09/2020,"177,62",58.870.160
2020-09-04,Osento,439.6,2164000,04/09/2020,"439,60",2.164.000
2020-09-05,Capaccio,141.52,5332000,05/09/2020,"141,52",5.332.000
2020-09-05,Capacciotti,170.35,8155100,05/09/2020,"170,35",8.155.100
2020-09-05,Occhito,177.56,58389080,05/09/2020,"177,56",58.389.080
2020-09-05,Osento,439.2,2040000,05/09/2020,"439,20",2.040.000
2020-09-06,Capaccio,141.45,5220000,06/09/2020,"141,45",5.220.000
2020-09-06,Capacciotti,170.0,7775700,06/09/2020,"170,00",7.775.700
2020-09-06,Occhito,177.49,57827820,06/09/2020,"177,49",57.827.820
2020-09-06,Osento,439.0,1980000,06/09/2020,"439,00",1.980.000
2020-09-07,Capaccio,141.4,5140000,07/09/2020,"141,40",5.140.000
2020-09-07,Capacciotti,169.55,7353300,07/09/2020,"169,55",7.353.300
2020-09-07,Occhito,177.42,57266560,07/09/2020,"177,42",57.266.560
2020-09-07,Osento,438.8,1920000,07/09/2020,"438,80",1.920.000
2020-09-08,Capaccio,141.35,5060000,08/09/2020,"141,35",5.060.000
2020-09-08,Capacciotti,169.25,7071900,08/09/2020,"169,25",7.071.900
2020-09-08,Occhito,177.35,56705300,08/09/2020,"177,35",56.705.300
2020-09-08,Osento,438.5,1830000,08/09/2020,"438,50",1.830.000
2020-09-09,Capaccio,141.3,4980000,09/09/2020,"141,30",4.980.000
2020-09-09,Capacciotti,168.95,6790300,09/09/2020,"168,95",6.790.300
2020-09-09,Occhito,177.28,56144040,09/09/2020,"177,28",56.144.040
2020-09-09,Osento,438.1,1726000,09/09/2020,"438,10",1.726.000
2020-09-10,Capaccio,141.23,4868000,10/09/2020,"141,23",4.868.000
2020-09-10,Capacciotti,168.6,6462000,10/09/2020,"168,60",6.462.000
2020-09-10,Occhito,177.22,55662960,10/09/2020,"177,22",55.662.960
2020-09-10,Osento,437.7,1616000,10/09/2020,"437,70",1.616.000
2020-09-11,Capaccio,141.17,4772000,11/09/2020,"141,17",4.772.000
2020-09-11,Capacciotti,168.25,6133700,11/09/2020,"168,25",6.133.700
2020-09-11,Occhito,177.15,55101700,11/09/2020,"177,15",55.101.700
2020-09-11,Osento,437.5,1560000,11/09/2020,"437,50",1.560.000
2020-09-12,Capaccio,141.11,4676000,12/09/2020,"141,11",4.676.000
2020-09-12,Capacciotti,167.9,5817500,12/09/2020,"167,90",5.817.500
2020-09-12,Occhito,177.07,54460260,12/09/2020,"177,07",54.460.260
2020-09-12,Osento,437.5,1560000,12/09/2020,"437,50",1.560.000
2020-09-13,Capaccio,141.05,4580000,13/09/2020,"141,05",4.580.000
2020-09-13,Capacciotti,167.5,5494300,13/09/2020,"167,50",5.494.300
2020-09-13,Occhito,177.0,53899000,13/09/2020,"177,00",53.899.000
2020-09-13,Osento,437.5,1560000,13/09/2020,"437,50",1.560.000
2020-09-14,Capaccio,141.0,4500000,14/09/2020,"141,00",4.500.000
2020-09-14,Capacciotti,167.1,5171100,14/09/2020,"167,10",5.171.100
2020-09-14,Occhito,176.93,53337740,14/09/2020,"176,93",53.337.740
2020-09-14,Osento,437.5,1560000,14/09/2020,"437,50",1.560.000
2020-09-15,Capaccio,141.0,4500000,15/09/2020,"141,00",4.500.000
2020-09-15,Capacciotti,166.7,4847000,15/09/2020,"166,70",4.847.000
2020-09-15,Occhito,176.86,52776480,15/09/2020,"176,86",52.776.480
2020-09-15,Osento,437.5,1560000,15/09/2020,"437,50",1.560.000
2020-09-16,Capaccio,141.0,4500000,16/09/2020,"141,00",4.500.000
2020-09-16,Capacciotti,166.3,4523800,16/09/2020,"166,30",4.523.800
2020-09-16,Occhito,176.79,52215220,16/09/2020,"176,79",52.215.220
2020-09-16,Osento,437.5,1560000,16/09/2020,"437,50",1.560.000
2020-09-17,Capaccio,141.0,4500000,17/09/2020,"141,00",4.500.000
2020-09-17,Capacciotti,166.05,4321800,17/09/2020,"166,05",4.321.800
2020-09-17,Occhito,176.71,51573780,17/09/2020,"176,71",51.573.780
2020-09-17,Osento,437.5,1560000,17/09/2020,"437,50",1.560.000
2020-09-18,Capaccio,141.0,4500000,18/09/2020,"141,00",4.500.000
2020-09-18,Capacciotti,165.8,4143600,18/09/2020,"165,80",4.143.600
2020-09-18,Occhito,176.63,50932340,18/09/2020,"176,63",50.932.340
2020-09-18,Osento,437.5,1560000,18/09/2020,"437,50",1.560.000
2020-09-19,Capaccio,141.0,4500000,19/09/2020,"141,00",4.500.000
2020-09-19,Capacciotti,165.6,4005200,19/09/2020,"165,60",4.005.200
2020-09-19,Occhito,176.55,50290900,19/09/2020,"176,55",50.290.900
2020-09-19,Osento,437.5,1560000,19/09/2020,"437,50",1.560.000
2020-09-20,Capaccio,141.0,4500000,20/09/2020,"141,00",4.500.000
2020-09-20,Capacciotti,165.1,3659200,20/09/2020,"165,10",3.659.200
2020-09-20,Occhito,176.48,49729640,20/09/2020,"176,48",49.729.640
2020-09-20,Osento,437.5,1560000,20/09/2020,"437,50",1.560.000
2020-09-21,Capaccio,141.0,4500000,21/09/2020,"141,00",4.500.000
2020-09-21,Capacciotti,164.9,3521500,21/09/2020,"164,90",3.521.500
2020-09-21,Occhito,176.43,49328740,21/09/2020,"176,43",49.328.740
2020-09-21,Osento,437.5,1560000,21/09/2020,"437,50",1.560.000
2020-09-22,Capaccio,141.08,4628000,22/09/2020,"141,08",4.628.000
2020-09-22,Capacciotti,164.8,3452300,22/09/2020,"164,80",3.452.300
2020-09-22,Occhito,176.36,48767480,22/09/2020,"176,36",48.767.480
2020-09-22,Osento,437.5,1560000,22/09/2020,"437,50",1.560.000
2020-09-23,Capaccio,141.08,4628000,23/09/2020,"141,08",4.628.000
2020-09-23,Capacciotti,164.5,3244700,23/09/2020,"164,50",3.244.700
2020-09-23,Occhito,176.3,48286400,23/09/2020,"176,30",48.286.400
2020-09-23,Osento,437.5,1560000,23/09/2020,"437,50",1.560.000
2020-09-24,Capaccio,141.08,4628000,24/09/2020,"141,08",4.628.000
2020-09-24,Capacciotti,164.3,3106300,24/09/2020,"164,30",3.106.300
2020-09-24,Occhito,176.26,47965680,24/09/2020,"176,26",47.965.680
2020-09-24,Osento,437.5,1560000,24/09/2020,"437,50",1.560.000
2020-09-25,Capaccio,141.07,4612000,25/09/2020,"141,07",4.612.000
2020-09-25,Capacciotti,164.15,3002100,25/09/2020,"164,15",3.002.100
2020-09-25,Occhito,176.2,47484600,25/09/2020,"176,20",47.484.600
2020-09-25,Osento,437.5,1560000,25/09/2020,"437,50",1.560.000
2020-09-26,Capaccio,141.07,4612000,26/09/2020,"141,07",4.612.000
2020-09-26,Capacciotti,164.35,3140900,26/09/2020,"164,35",3.140.900
2020-09-26,Occhito,176.17,47244060,26/09/2020,"176,17",47.244.060
2020-09-26,Osento,437.5,1560000,26/09/2020,"437,50",1.560.000
2020-09-27,Capaccio,141.07,4612000,27/09/2020,"141,07",4.612.000
2020-09-27,Capacciotti,164.6,3313900,27/09/2020,"164,60",3.313.900
2020-09-27,Occhito,176.14,47003520,27/09/2020,"176,14",47.003.520
2020-09-27,Osento,437.5,1560000,27/09/2020,"437,50",1.560.000
